date,state,city,place_type,confirmed,deaths,is_last,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2021-06-21,AL,Delmiro Gouveia,city,3594,100,True,52262,2702405,6876.88952,0.0278
2021-06-21,AL,Dois Riachos,city,577,6,True,11067,2702504,5213.69838,0.0104
2021-06-21,AL,Estrela de Alagoas,city,411,12,True,18255,2702553,2251.43796,0.0292
2021-06-21,AL,Feira Grande,city,751,17,True,22178,2702603,3386.23861,0.0226
2021-06-21,AL,Feliz Deserto,city,134,4,True,4779,2702702,2803.93388,0.0299
2021-06-21,AL,Flexeiras,city,647,19,True,12807,2702801,5051.92473,0.0294
2021-06-21,AL,Girau do Ponciano,city,1744,38,True,41237,2702900,4229.21163,0.0218
2021-06-21,AL,Ibateguara,city,579,19,True,15627,2703007,3705.12574,0.0328
2021-06-21,AL,Igaci,city,1078,16,True,25613,2703106,4208.80022,0.0148
2021-06-21,AL,Igreja Nova,city,1235,17,True,24586,2703205,5023.18393,0.0138
2021-06-21,AL,Importados/Indefinidos,city,0,0,True,,,,0.0
2021-06-21,AL,Inhapi,city,385,11,True,18392,2703304,2093.30144,0.0286
2021-06-21,AL,Jacaré dos Homens,city,358,2,True,5219,2703403,6859.55164,0.0056
2021-06-21,AL,Jacuípe,city,168,4,True,7006,2703502,2397.94462,0.0238
2021-06-21,AL,Japaratinga,city,424,14,True,8403,2703601,5045.81697,0.033
2021-06-21,AL,Jaramataia,city,105,1,True,5761,2703700,1822.60024,0.0095
2021-06-21,AL,Jequiá da Praia,city,573,9,True,11536,2703759,4967.05964,0.0157
2021-06-21,AL,Joaquim Gomes,city,718,20,True,24081,2703809,2981.60375,0.0279
2021-06-21,AL,Jundiá,city,149,3,True,4137,2703908,3601.6437,0.0201
2021-06-21,AL,Junqueiro,city,1063,39,True,24722,2704005,4299.81393,0.0367
2021-06-21,AL,Lagoa da Canoa,city,1030,18,True,17771,2704104,5795.95971,0.0175
2021-06-21,AL,Limoeiro de Anadia,city,1171,27,True,28771,2704203,4070.07056,0.0231
2021-06-21,AL,Maceió,city,80836,2281,True,1025360,2704302,7883.67013,0.0282
2021-06-21,AL,Major Isidoro,city,739,21,True,19864,2704401,3720.29803,0.0284
2021-06-21,AL,Maragogi,city,1517,43,True,33032,2704500,4592.51635,0.0283
2021-06-21,AL,Maravilha,city,336,11,True,9004,2704609,3731.67481,0.0327
2021-06-21,AL,Marechal Deodoro,city,6115,98,True,52380,2704708,11674.30317,0.016
2021-06-21,AL,Maribondo,city,482,18,True,13193,2704807,3653.45259,0.0373
2021-06-21,AL,Mar Vermelho,city,140,2,True,3494,2704906,4006.86892,0.0143
2021-06-21,AL,Mata Grande,city,443,15,True,25207,2705002,1757.44833,0.0339
2021-06-21,AL,Matriz de Camaragibe,city,1423,35,True,24634,2705101,5776.56897,0.0246
2021-06-21,AL,Messias,city,1083,26,True,18031,2705200,6006.32244,0.024
2021-06-21,AL,Minador do Negrão,city,157,6,True,5322,2705309,2950.01879,0.0382
2021-06-21,AL,Monteirópolis,city,231,10,True,7165,2705408,3224.00558,0.0433
2021-06-21,AL,Murici,city,1002,47,True,28333,2705507,3536.51219,0.0469
2021-06-21,AL,Novo Lino,city,194,11,True,12764,2705606,1519.89972,0.0567
2021-06-21,AL,Olho d'Água das Flores,city,1433,32,True,21738,2705705,6592.14279,0.0223
2021-06-21,AL,Olho d'Água do Casado,city,115,5,True,9441,2705804,1218.0913,0.0435
2021-06-21,AL,Olho d'Água Grande,city,182,9,True,5128,2705903,3549.14197,0.0495
2021-06-21,AL,Olivença,city,443,12,True,11657,2706000,3800.29167,0.0271
2021-06-21,AL,Ouro Branco,city,406,6,True,11535,2706109,3519.72258,0.0148
2021-06-21,AL,Palestina,city,419,4,True,5037,2706208,8318.44352,0.0095
2021-06-21,AL,Palmeira dos Índios,city,4482,121,True,73337,2706307,6111.51261,0.027
2021-06-21,AL,Pão de Açúcar,city,1129,26,True,24351,2706406,4636.3599,0.023
2021-06-21,AL,Pariconha,city,612,4,True,10539,2706422,5807.00256,0.0065
2021-06-21,AL,Paripueira,city,349,22,True,13332,2706448,2617.76178,0.063
2021-06-21,AL,Passo de Camaragibe,city,754,20,True,15258,2706505,4941.66994,0.0265
2021-06-21,AL,Paulo Jacinto,city,313,11,True,7560,2706604,4140.21164,0.0351
2021-06-21,AL,Penedo,city,3954,69,True,63846,2706703,6193.02697,0.0175
2021-06-21,AL,Piaçabuçu,city,820,21,True,17848,2706802,4594.35231,0.0256
2021-06-21,AL,Pilar,city,3189,41,True,35212,2706901,9056.57162,0.0129
2021-06-21,AL,Pindoba,city,102,1,True,2905,2707008,3511.18761,0.0098
2021-06-21,AL,Piranhas,city,940,19,True,25183,2707107,3732.67681,0.0202
2021-06-21,AL,Poço das Trincheiras,city,431,9,True,14418,2707206,2989.31891,0.0209
2021-06-21,AL,Porto Calvo,city,1168,38,True,27249,2707305,4286.39583,0.0325
2021-06-21,AL,Porto de Pedras,city,358,11,True,7701,2707404,4648.74692,0.0307
2021-06-21,AL,Porto Real do Colégio,city,573,14,True,20112,2707503,2849.04535,0.0244
2021-06-21,AL,Quebrangulo,city,884,13,True,11248,2707602,7859.17496,0.0147
2021-06-21,AL,Rio Largo,city,3338,154,True,75394,2707701,4427.40802,0.0461
2021-06-21,AL,Roteiro,city,350,13,True,6649,2707800,5263.94947,0.0371
2021-06-21,AL,Santa Luzia do Norte,city,462,8,True,7320,2707909,6311.47541,0.0173
2021-06-21,AL,Santana do Ipanema,city,4410,78,True,47819,2708006,9222.27566,0.0177
2021-06-21,AL,Santana do Mundaú,city,742,17,True,10687,2708105,6943.01488,0.0229
2021-06-21,AL,São Brás,city,361,3,True,6969,2708204,5180.08323,0.0083
2021-06-21,AL,São José da Laje,city,1122,25,True,23996,2708303,4675.7793,0.0223
2021-06-21,AL,São José da Tapera,city,1217,31,True,32405,2708402,3755.59327,0.0255
2021-06-21,AL,São Luís do Quitunde,city,1203,25,True,34692,2708501,3467.65825,0.0208
2021-06-21,AL,São Miguel dos Campos,city,3448,77,True,61797,2708600,5579.55888,0.0223
2021-06-21,AL,São Miguel dos Milagres,city,273,11,True,8013,2708709,3406.96368,0.0403
2021-06-21,AL,São Sebastião,city,1698,27,True,34290,2708808,4951.88101,0.0159
2021-06-21,AL,Satuba,city,1038,33,True,13936,2708907,7448.33525,0.0318
2021-06-21,AL,Senador Rui Palmeira,city,320,10,True,13921,2708956,2298.68544,0.0312
2021-06-21,AL,Tanque d'Arca,city,382,5,True,6138,2709004,6223.52558,0.0131
2021-06-21,AL,Taquarana,city,607,16,True,20072,2709103,3024.11319,0.0264
2021-06-21,AL,Teotônio Vilela,city,1911,62,True,44372,2709152,4306.77004,0.0324
2021-06-21,AL,Traipu,city,499,17,True,27826,2709202,1793.28685,0.0341
2021-06-21,AL,União dos Palmares,city,2173,77,True,65790,2709301,3302.93358,0.0354
2021-06-21,AL,Viçosa,city,1630,35,True,25693,2709400,6344.14043,0.0215
2021-06-21,MS,Água Clara,city,2332,50,True,15776,5000203,14781.94726,0.0214
2021-06-21,MS,Alcinópolis,city,323,8,True,5417,5000252,5962.70999,0.0248
2021-06-21,MS,Amambai,city,2985,73,True,39826,5000609,7495.1037,0.0245
2021-06-21,MS,Anastácio,city,2321,69,True,25237,5000708,9196.8142,0.0297
2021-06-21,MS,Anaurilândia,city,500,14,True,9076,5000807,5509.03482,0.028
2021-06-21,MS,Angélica,city,1215,19,True,10932,5000856,11114.16026,0.0156
2021-06-21,MS,Antônio João,city,493,11,True,9020,5000906,5465.63193,0.0223
2021-06-21,MS,Aparecida do Taboado,city,3428,50,True,26069,5001003,13149.71806,0.0146
2021-06-21,MS,Aquidauana,city,5041,138,True,48029,5001102,10495.74216,0.0274
2021-06-21,MS,Aral Moreira,city,511,11,True,12332,5001243,4143.69121,0.0215
2021-06-21,MS,Bandeirantes,city,553,10,True,7266,5001508,7610.78998,0.0181
2021-06-21,MS,Bataguassu,city,3099,36,True,23325,5001904,13286.17363,0.0116
2021-06-21,MS,Batayporã,city,1014,18,True,11349,5002001,8934.7079,0.0178
2021-06-21,MS,Bela Vista,city,970,29,True,24735,5002100,3921.56863,0.0299
2021-06-21,MS,Bodoquena,city,488,14,True,7838,5002159,6226.07808,0.0287
2021-06-21,MS,Bonito,city,2927,62,True,22190,5002209,13190.62641,0.0212
2021-06-21,MS,Brasilândia,city,1139,19,True,11853,5002308,9609.38159,0.0167
2021-06-21,MS,Caarapó,city,3948,50,True,30593,5002407,12904.91289,0.0127
2021-06-21,MS,Camapuã,city,804,29,True,13693,5002605,5871.61323,0.0361
2021-06-21,MS,Campo Grande,city,115368,3199,True,906092,5002704,12732.48191,0.0277
2021-06-21,MS,Caracol,city,353,11,True,6182,5002803,5710.12617,0.0312
2021-06-21,MS,Cassilândia,city,2750,85,True,22002,5002902,12498.86374,0.0309
2021-06-21,MS,Chapadão do Sul,city,3911,55,True,25865,5002951,15120.81964,0.0141
2021-06-21,MS,Corguinho,city,232,6,True,6054,5003108,3832.17707,0.0259
2021-06-21,MS,Coronel Sapucaia,city,948,23,True,15352,5003157,6175.09119,0.0243
2021-06-21,MS,Corumbá,city,14518,423,True,112058,5003207,12955.79075,0.0291
2021-06-21,MS,Costa Rica,city,3009,61,True,21142,5003256,14232.33374,0.0203
2021-06-21,MS,Coxim,city,3683,85,True,33459,5003306,11007.50172,0.0231
2021-06-21,MS,Deodápolis,city,1799,33,True,12984,5003454,13855.51448,0.0183
2021-06-21,MS,Dois Irmãos do Buriti,city,1014,28,True,11467,5003488,8842.7662,0.0276
2021-06-21,MS,Douradina,city,603,9,True,5975,5003504,10092.05021,0.0149
2021-06-21,MS,Dourados,city,35402,581,True,225495,5003702,15699.68292,0.0164
2021-06-21,MS,Eldorado,city,1257,41,True,12400,5003751,10137.09677,0.0326
2021-06-21,MS,Fátima do Sul,city,2690,69,True,19170,5003801,14032.3422,0.0257
2021-06-21,MS,Figueirão,city,155,3,True,3059,5003900,5067.01536,0.0194
2021-06-21,MS,Glória de Dourados,city,1156,24,True,9950,5004007,11618.09045,0.0208
2021-06-21,MS,Guia Lopes da Laguna,city,860,24,True,9824,5004106,8754.07166,0.0279
2021-06-21,MS,Iguatemi,city,866,13,True,16176,5004304,5353.61029,0.015
2021-06-21,MS,Inocência,city,958,9,True,7588,5004403,12625.19768,0.0094
2021-06-21,MS,Itaporã,city,1896,47,True,25162,5004502,7535.17208,0.0248
2021-06-21,MS,Itaquiraí,city,2051,42,True,21376,5004601,9594.87275,0.0205
2021-06-21,MS,Ivinhema,city,4254,57,True,23232,5004700,18310.95041,0.0134
2021-06-21,MS,Japorã,city,201,8,True,9243,5004809,2174.61863,0.0398
2021-06-21,MS,Jaraguari,city,251,8,True,7265,5004908,3454.92085,0.0319
2021-06-21,MS,Jardim,city,1759,52,True,26238,5005004,6704.01707,0.0296
2021-06-21,MS,Jateí,city,451,4,True,4021,5005103,11216.11539,0.0089
2021-06-21,MS,Juti,city,609,11,True,6787,5005152,8973.03669,0.0181
2021-06-21,MS,Ladário,city,2639,59,True,23689,5005202,11140.19165,0.0224
2021-06-21,MS,Laguna Carapã,city,575,8,True,7419,5005251,7750.37067,0.0139
2021-06-21,MS,Maracaju,city,5820,90,True,48022,5005400,12119.44525,0.0155
2021-06-21,MS,Miranda,city,2709,85,True,28220,5005608,9599.57477,0.0314
2021-06-21,MS,Mundo Novo,city,2208,33,True,18473,5005681,11952.57944,0.0149
2021-06-21,MS,Naviraí,city,8817,229,True,55689,5005707,15832.57017,0.026
2021-06-21,MS,Nioaque,city,996,20,True,13862,5005806,7185.11037,0.0201
2021-06-21,MS,Nova Alvorada do Sul,city,2078,31,True,22430,5006002,9264.37807,0.0149
2021-06-21,MS,Nova Andradina,city,3573,85,True,55224,5006200,6470.01304,0.0238
2021-06-21,MS,Novo Horizonte do Sul,city,435,9,True,3684,5006259,11807.81759,0.0207
2021-06-21,MS,Paraíso das Águas,city,402,10,True,5654,5006275,7110.01061,0.0249
2021-06-21,MS,Paranaíba,city,4226,121,True,42276,5006309,9996.21535,0.0286
2021-06-21,MS,Paranhos,city,503,9,True,14404,5006358,3492.08553,0.0179
2021-06-21,MS,Pedro Gomes,city,582,15,True,7621,5006408,7636.79307,0.0258
2021-06-21,MS,Ponta Porã,city,8938,260,True,93937,5006606,9514.88764,0.0291
2021-06-21,MS,Porto Murtinho,city,1342,34,True,17298,5006903,7758.12233,0.0253
2021-06-21,MS,Ribas do Rio Pardo,city,1953,46,True,24966,5007109,7822.63879,0.0236
2021-06-21,MS,Rio Brilhante,city,4690,74,True,38186,5007208,12281.98816,0.0158
2021-06-21,MS,Rio Negro,city,469,8,True,4793,5007307,9785.10328,0.0171
2021-06-21,MS,Rio Verde de Mato Grosso,city,2014,64,True,19973,5007406,10083.61288,0.0318
2021-06-21,MS,Rochedo,city,376,11,True,5079,5007505,7403.03209,0.0293
2021-06-21,MS,Santa Rita do Pardo,city,533,8,True,7900,5007554,6746.83544,0.015
2021-06-21,MS,São Gabriel do Oeste,city,3830,71,True,27221,5007695,14070.01947,0.0185
2021-06-21,MS,Selvíria,city,525,13,True,6542,5007802,8025.06879,0.0248
2021-06-21,MS,Sete Quedas,city,689,17,True,10771,5007703,6396.80624,0.0247
2021-06-21,MS,Sidrolândia,city,5033,138,True,59245,5007901,8495.23167,0.0274
2021-06-21,MS,Sonora,city,1433,31,True,19721,5007935,7266.3658,0.0216
2021-06-21,MS,Tacuru,city,714,15,True,11674,5007950,6116.15556,0.021
2021-06-21,MS,Taquarussu,city,260,6,True,3588,5007976,7246.37681,0.0231
2021-06-21,MS,Terenos,city,1618,64,True,22269,5008008,7265.70569,0.0396
2021-06-21,MS,Três Lagoas,city,17537,451,True,123281,5008305,14225.2253,0.0257
2021-06-21,MS,Vicentina,city,893,28,True,6109,5008404,14617.77705,0.0314
2021-06-21,RS,Aceguá,city,340,5,True,4942,4300034,6879.80575,0.0147
2021-06-21,RS,Água Santa,city,475,11,True,3743,4300059,12690.35533,0.0232
2021-06-21,RS,Agudo,city,1633,29,True,16401,4300109,9956.70996,0.0178
2021-06-21,RS,Ajuricaba,city,1011,26,True,6987,4300208,14469.7295,0.0257
2021-06-21,RS,Alecrim,city,296,11,True,5827,4300307,5079.80093,0.0372
2021-06-21,RS,Alegrete,city,8818,263,True,73028,4300406,12074.82062,0.0298
2021-06-21,RS,Alegria,city,363,2,True,3374,4300455,10758.74333,0.0055
2021-06-21,RS,Almirante Tamandaré do Sul,city,314,4,True,1949,4300471,16110.82606,0.0127
2021-06-21,RS,Alpestre,city,324,8,True,6067,4300505,5340.36591,0.0247
2021-06-21,RS,Alto Alegre,city,194,1,True,1613,4300554,12027.27836,0.0052
2021-06-21,RS,Alto Feliz,city,257,2,True,3036,4300570,8465.08564,0.0078
2021-06-21,RS,Alvorada,city,20058,712,True,211352,4300604,9490.32893,0.0355
2021-06-21,RS,Amaral Ferrador,city,291,7,True,7085,4300638,4107.26888,0.0241
2021-06-21,RS,Ametista do Sul,city,724,17,True,7403,4300646,9779.81899,0.0235
2021-06-21,RS,André da Rocha,city,112,0,True,1343,4300661,8339.53835,0.0
2021-06-21,RS,Anta Gorda,city,596,4,True,5961,4300703,9998.32243,0.0067
2021-06-21,RS,Antônio Prado,city,2569,28,True,13045,4300802,19693.36911,0.0109
2021-06-21,RS,Arambaré,city,179,8,True,3562,4300851,5025.2667,0.0447
2021-06-21,RS,Araricá,city,977,24,True,5771,4300877,16929.47496,0.0246
2021-06-21,RS,Aratiba,city,366,6,True,6189,4300901,5913.71789,0.0164
2021-06-21,RS,Arroio do Meio,city,3011,42,True,20967,4301008,14360.66199,0.0139
2021-06-21,RS,Arroio do Padre,city,192,3,True,2951,4301073,6506.26906,0.0156
2021-06-21,RS,Arroio do Sal,city,1080,34,True,10279,4301057,10506.85864,0.0315
2021-06-21,RS,Arroio dos Ratos,city,944,31,True,14177,4301107,6658.6725,0.0328
2021-06-21,RS,Arroio do Tigre,city,1117,19,True,13413,4301206,8327.74174,0.017
2021-06-21,RS,Arroio Grande,city,1805,51,True,18238,4301305,9896.91852,0.0283
2021-06-21,RS,Arvorezinha,city,798,25,True,10423,4301404,7656.14506,0.0313
2021-06-21,RS,Augusto Pestana,city,729,13,True,6602,4301503,11042.10845,0.0178
2021-06-21,RS,Áurea,city,221,5,True,3535,4301552,6251.76803,0.0226
2021-06-21,RS,Bagé,city,9732,265,True,121335,4301602,8020.76895,0.0272
2021-06-21,RS,Balneário Pinhal,city,699,43,True,14363,4301636,4866.67131,0.0615
2021-06-21,RS,Barão,city,596,9,True,6202,4301651,9609.80329,0.0151
2021-06-21,RS,Barão de Cotegipe,city,716,7,True,6620,4301701,10815.70997,0.0098
2021-06-21,RS,Barão do Triunfo,city,445,6,True,7519,4301750,5918.3402,0.0135
2021-06-21,RS,Barracão,city,440,16,True,5256,4301800,8371.38508,0.0364
2021-06-21,RS,Barra do Guarita,city,111,7,True,3257,4301859,3408.04421,0.0631
2021-06-21,RS,Barra do Quaraí,city,407,6,True,4227,4301875,9628.57819,0.0147
2021-06-21,RS,Barra do Ribeiro,city,1026,47,True,13556,4301909,7568.60431,0.0458
2021-06-21,RS,Barra do Rio Azul,city,101,1,True,1655,4301925,6102.71903,0.0099
2021-06-21,RS,Barra Funda,city,562,12,True,2551,4301958,22030.57624,0.0214
2021-06-21,RS,Barros Cassal,city,704,12,True,11182,4302006,6295.83259,0.017
2021-06-21,RS,Benjamin Constant do Sul,city,157,0,True,1958,4302055,8018.38611,0.0
2021-06-21,RS,Bento Gonçalves,city,17473,299,True,121803,4302105,14345.29527,0.0171
2021-06-21,RS,Boa Vista das Missões,city,212,4,True,2092,4302154,10133.84321,0.0189
2021-06-21,RS,Boa Vista do Buricá,city,815,9,True,6712,4302204,12142.43147,0.011
2021-06-21,RS,Boa Vista do Cadeado,city,173,2,True,2468,4302220,7009.72447,0.0116
2021-06-21,RS,Boa Vista do Incra,city,249,4,True,2616,4302238,9518.34862,0.0161
2021-06-21,RS,Boa Vista do Sul,city,296,3,True,2778,4302253,10655.14759,0.0101
2021-06-21,RS,Bom Jesus,city,856,19,True,11309,4302303,7569.19268,0.0222
2021-06-21,RS,Bom Princípio,city,1853,27,True,14255,4302352,12998.94774,0.0146
2021-06-21,RS,Bom Progresso,city,137,3,True,1899,4302378,7214.32333,0.0219
2021-06-21,RS,Bom Retiro do Sul,city,994,28,True,12390,4302402,8022.59887,0.0282
2021-06-21,RS,Boqueirão do Leão,city,567,31,True,7702,4302451,7361.72423,0.0547
2021-06-21,RS,Bossoroca,city,390,22,True,6205,4302501,6285.25383,0.0564
2021-06-21,RS,Bozano,city,241,7,True,2111,4302584,11416.39034,0.029
2021-06-21,RS,Braga,city,338,9,True,3311,4302600,10208.39625,0.0266
2021-06-21,RS,Brochier,city,407,5,True,5104,4302659,7974.13793,0.0123
2021-06-21,RS,Butiá,city,1981,54,True,20952,4302709,9454.94464,0.0273
2021-06-21,RS,Caçapava do Sul,city,3606,79,True,33548,4302808,10748.77787,0.0219
2021-06-21,RS,Cacequi,city,458,7,True,12423,4302907,3686.71013,0.0153
2021-06-21,RS,Cachoeira do Sul,city,9705,151,True,81869,4303004,11854.30383,0.0156
2021-06-21,RS,Cachoeirinha,city,13844,405,True,131240,4303103,10548.61323,0.0293
2021-06-21,RS,Cacique Doble,city,529,10,True,5074,4303202,10425.69965,0.0189
2021-06-21,RS,Caibaté,city,261,7,True,4823,4303301,5411.56956,0.0268
2021-06-21,RS,Caiçara,city,571,8,True,4700,4303400,12148.93617,0.014
2021-06-21,RS,Camaquã,city,6721,133,True,66478,4303509,10110.11162,0.0198
2021-06-21,RS,Camargo,city,415,6,True,2742,4303558,15134.938,0.0145
2021-06-21,RS,Cambará do Sul,city,294,10,True,6406,4303608,4589.44739,0.034
2021-06-21,RS,Campestre da Serra,city,223,2,True,3395,4303673,6568.48306,0.009
2021-06-21,RS,Campina das Missões,city,576,9,True,5398,4303707,10670.61875,0.0156
2021-06-21,RS,Campinas do Sul,city,642,5,True,5438,4303806,11805.81096,0.0078
2021-06-21,RS,Campo Bom,city,9584,246,True,69458,4303905,13798.26658,0.0257
2021-06-21,RS,Campo Novo,city,590,15,True,4376,4304002,13482.63254,0.0254
2021-06-21,RS,Campos Borges,city,478,6,True,3295,4304101,14506.82853,0.0126
2021-06-21,RS,Candelária,city,3386,67,True,31421,4304200,10776.23246,0.0198
2021-06-21,RS,Cândido Godói,city,670,5,True,6151,4304309,10892.5378,0.0075
2021-06-21,RS,Candiota,city,1118,14,True,9647,4304358,11589.09506,0.0125
2021-06-21,RS,Canela,city,5846,167,True,45488,4304408,12851.74112,0.0286
2021-06-21,RS,Canguçu,city,3748,85,True,56211,4304507,6667.73407,0.0227
2021-06-21,RS,Canoas,city,40044,1496,True,348208,4304606,11500.02297,0.0374
2021-06-21,RS,Canudos do Vale,city,112,3,True,1705,4304614,6568.91496,0.0268
2021-06-21,RS,Capão Bonito do Sul,city,226,4,True,1641,4304622,13772.09019,0.0177
2021-06-21,RS,Capão da Canoa,city,7752,187,True,54051,4304630,14342.01032,0.0241
2021-06-21,RS,Capão do Cipó,city,231,6,True,3699,4304655,6244.93106,0.026
2021-06-21,RS,Capão do Leão,city,1227,74,True,25409,4304663,4828.9976,0.0603
2021-06-21,RS,Capela de Santana,city,1143,20,True,12064,4304689,9474.4695,0.0175
2021-06-21,RS,Capitão,city,419,3,True,2763,4304697,15164.67608,0.0072
2021-06-21,RS,Capivari do Sul,city,787,8,True,4728,4304671,16645.51607,0.0102
2021-06-21,RS,Caraá,city,764,23,True,8350,4304713,9149.7006,0.0301
2021-06-21,RS,Carazinho,city,9449,222,True,62265,4304705,15175.45973,0.0235
2021-06-21,RS,Carlos Barbosa,city,3917,42,True,30241,4304804,12952.614,0.0107
2021-06-21,RS,Carlos Gomes,city,159,1,True,1351,4304853,11769.05996,0.0063
2021-06-21,RS,Casca,city,1178,20,True,9051,4304903,13015.13645,0.017
2021-06-21,RS,Caseiros,city,370,13,True,3216,4304952,11504.97512,0.0351
2021-06-21,RS,Catuípe,city,973,23,True,8701,4305009,11182.62269,0.0236
2021-06-21,RS,Caxias do Sul,city,52904,1081,True,517451,4305108,10223.96324,0.0204
2021-06-21,RS,Centenário,city,211,4,True,2877,4305116,7334.0285,0.019
2021-06-21,RS,Cerrito,city,240,11,True,6047,4305124,3968.9102,0.0458
2021-06-21,RS,Cerro Branco,city,300,2,True,4706,4305132,6374.84063,0.0067
2021-06-21,RS,Cerro Grande,city,246,7,True,2296,4305157,10714.28571,0.0285
2021-06-21,RS,Cerro Grande do Sul,city,759,21,True,12413,4305173,6114.55732,0.0277
2021-06-21,RS,Cerro Largo,city,1523,24,True,14189,4305207,10733.66693,0.0158
2021-06-21,RS,Chapada,city,1272,21,True,9239,4305306,13767.72378,0.0165
2021-06-21,RS,Charqueadas,city,4732,94,True,41258,4305355,11469.2908,0.0199
2021-06-21,RS,Charrua,city,311,12,True,3252,4305371,9563.34563,0.0386
2021-06-21,RS,Chiapetta,city,396,16,True,3719,4305405,10648.02366,0.0404
2021-06-21,RS,Chuí,city,455,3,True,6770,4305439,6720.82718,0.0066
2021-06-21,RS,Chuvisca,city,119,3,True,5480,4305447,2171.53285,0.0252
2021-06-21,RS,Cidreira,city,1350,65,True,16583,4305454,8140.86715,0.0481
2021-06-21,RS,Ciríaco,city,683,19,True,4719,4305504,14473.40538,0.0278
2021-06-21,RS,Colinas,city,552,3,True,2469,4305587,22357.22965,0.0054
2021-06-21,RS,Colorado,city,538,12,True,3130,4305603,17188.4984,0.0223
2021-06-21,RS,Condor,city,940,6,True,6759,4305702,13907.38275,0.0064
2021-06-21,RS,Constantina,city,1341,16,True,9907,4305801,13535.88372,0.0119
2021-06-21,RS,Coqueiro Baixo,city,145,2,True,1495,4305835,9698.99666,0.0138
2021-06-21,RS,Coqueiros do Sul,city,128,2,True,2286,4305850,5599.30009,0.0156
2021-06-21,RS,Coronel Barros,city,393,3,True,2520,4305871,15595.2381,0.0076
2021-06-21,RS,Coronel Bicaco,city,731,30,True,7268,4305900,10057.78756,0.041
2021-06-21,RS,Coronel Pilar,city,114,4,True,1614,4305934,7063.19703,0.0351
2021-06-21,RS,Cotiporã,city,646,4,True,3838,4305959,16831.68317,0.0062
2021-06-21,RS,Coxilha,city,303,10,True,2743,4305975,11046.29967,0.033
2021-06-21,RS,Crissiumal,city,531,19,True,13357,4306007,3975.44359,0.0358
2021-06-21,RS,Cristal,city,799,17,True,8067,4306056,9904.5494,0.0213
2021-06-21,RS,Cristal do Sul,city,169,2,True,2844,4306072,5942.33474,0.0118
2021-06-21,RS,Cruz Alta,city,8186,193,True,59922,4306106,13661.09275,0.0236
2021-06-21,RS,Cruzaltense,city,133,4,True,1799,4306130,7392.99611,0.0301
2021-06-21,RS,Cruzeiro do Sul,city,1239,36,True,12402,4306205,9990.32414,0.0291
2021-06-21,RS,David Canabarro,city,665,10,True,4736,4306304,14041.38514,0.015
2021-06-21,RS,Derrubadas,city,312,6,True,2761,4306320,11300.25353,0.0192
2021-06-21,RS,Dezesseis de Novembro,city,52,2,True,2378,4306353,2186.71152,0.0385
2021-06-21,RS,Dilermando de Aguiar,city,172,3,True,3002,4306379,5729.51366,0.0174
2021-06-21,RS,Dois Irmãos,city,4013,65,True,33119,4306403,12116.91174,0.0162
2021-06-21,RS,Dois Irmãos das Missões,city,206,4,True,2008,4306429,10258.96414,0.0194
2021-06-21,RS,Dois Lajeados,city,413,2,True,3405,4306452,12129.22173,0.0048
2021-06-21,RS,Dom Feliciano,city,457,21,True,15487,4306502,2950.86201,0.046
2021-06-21,RS,Dom Pedrito,city,3730,80,True,38339,4306601,9728.99658,0.0214
2021-06-21,RS,Dom Pedro de Alcântara,city,319,8,True,2527,4306551,12623.66442,0.0251
2021-06-21,RS,Dona Francisca,city,87,6,True,2999,4306700,2900.96699,0.069
2021-06-21,RS,Doutor Maurício Cardoso,city,319,12,True,4462,4306734,7149.26042,0.0376
2021-06-21,RS,Doutor Ricardo,city,337,3,True,1975,4306759,17063.29114,0.0089
2021-06-21,RS,Eldorado do Sul,city,4746,123,True,41902,4306767,11326.42833,0.0259
2021-06-21,RS,Encantado,city,2396,48,True,22880,4306809,10472.02797,0.02
2021-06-21,RS,Encruzilhada do Sul,city,2129,62,True,25960,4306908,8201.07858,0.0291
2021-06-21,RS,Engenho Velho,city,104,3,True,982,4306924,10590.63136,0.0288
2021-06-21,RS,Entre-Ijuís,city,1382,21,True,8411,4306932,16430.86434,0.0152
2021-06-21,RS,Entre Rios do Sul,city,207,4,True,2758,4306957,7505.43872,0.0193
2021-06-21,RS,Erebango,city,264,2,True,2982,4306973,8853.11871,0.0076
2021-06-21,RS,Erechim,city,13041,169,True,106633,4307005,12229.79753,0.013
2021-06-21,RS,Ernestina,city,208,7,True,3170,4307054,6561.5142,0.0337
2021-06-21,RS,Erval Grande,city,273,7,True,4819,4307203,5665.07574,0.0256
2021-06-21,RS,Erval Seco,city,528,5,True,6802,4307302,7762.42282,0.0095
2021-06-21,RS,Esmeralda,city,229,5,True,3287,4307401,6966.83906,0.0218
2021-06-21,RS,Esperança do Sul,city,259,9,True,2885,4307450,8977.46967,0.0347
2021-06-21,RS,Espumoso,city,2184,46,True,15591,4307500,14008.08159,0.0211
2021-06-21,RS,Estação,city,848,17,True,5940,4307559,14276.09428,0.02
2021-06-21,RS,Estância Velha,city,5483,132,True,50672,4307609,10820.57152,0.0241
2021-06-21,RS,Esteio,city,10227,345,True,83279,4307708,12280.40683,0.0337
2021-06-21,RS,Estrela,city,3593,70,True,34399,4307807,10445.07108,0.0195
2021-06-21,RS,Estrela Velha,city,219,4,True,3650,4307815,6000.0,0.0183
