Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Sandolândia,171884,TO,Norte,FIOCRUZ/ASTRAZENECA,520,492,28
Sandovalina,354550,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1035,982,53
Sandovalina,354550,SP,Sudeste,BUTANTAN/SINOVAC,897,406,491
Sandovalina,354550,SP,Sudeste,PFIZER/BIONTECH,91,91,0
Sangão,421545,SC,Sul,FIOCRUZ/ASTRAZENECA,3437,3259,178
Sangão,421545,SC,Sul,BUTANTAN/SINOVAC,2267,1198,1069
Sangão,421545,SC,Sul,PFIZER/BIONTECH,196,196,0
Sanharó,261240,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2807,2532,275
Sanharó,261240,PE,Nordeste,BUTANTAN/SINOVAC,2758,1565,1193
Sanharó,261240,PE,Nordeste,PFIZER/BIONTECH,40,40,0
Sant'Ana Do Livramento,431710,RS,Sul,BUTANTAN/SINOVAC,23090,11801,11289
Sant'Ana Do Livramento,431710,RS,Sul,FIOCRUZ/ASTRAZENECA,21038,19175,1863
Sant'Ana Do Livramento,431710,RS,Sul,PFIZER/BIONTECH,1822,1822,0
Santa Adélia,354560,SP,Sudeste,BUTANTAN/SINOVAC,3608,1806,1802
Santa Adélia,354560,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3148,2854,294
Santa Adélia,354560,SP,Sudeste,PFIZER/BIONTECH,297,297,0
Santa Albertina,354570,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2181,1981,200
Santa Albertina,354570,SP,Sudeste,BUTANTAN/SINOVAC,2023,1110,913
Santa Albertina,354570,SP,Sudeste,PFIZER/BIONTECH,174,159,15
Santa Amélia,412310,PR,Sul,FIOCRUZ/ASTRAZENECA,1212,1143,69
Santa Amélia,412310,PR,Sul,BUTANTAN/SINOVAC,1147,599,548
Santa Bárbara,292750,BA,Nordeste,BUTANTAN/SINOVAC,3420,1878,1542
Santa Bárbara,292750,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3270,2921,349
Santa Bárbara,292750,BA,Nordeste,PFIZER/BIONTECH,590,590,0
Santa Bárbara,315720,MG,Sudeste,BUTANTAN/SINOVAC,4825,2492,2333
Santa Bárbara,315720,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4658,4291,367
Santa Bárbara,315720,MG,Sudeste,PFIZER/BIONTECH,833,833,0
Santa Bárbara D'Oeste,354580,SP,Sudeste,FIOCRUZ/ASTRAZENECA,40180,37296,2884
Santa Bárbara D'Oeste,354580,SP,Sudeste,BUTANTAN/SINOVAC,38074,20706,17368
Santa Bárbara D'Oeste,354580,SP,Sudeste,PFIZER/BIONTECH,2423,2420,3
Santa Bárbara De Goiás,521910,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1482,1373,109
Santa Bárbara De Goiás,521910,GO,Centro-Oeste,BUTANTAN/SINOVAC,1200,614,586
Santa Bárbara Do Leste,315725,MG,Sudeste,BUTANTAN/SINOVAC,2001,1024,977
Santa Bárbara Do Leste,315725,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1738,1604,134
Santa Bárbara Do Leste,315725,MG,Sudeste,PFIZER/BIONTECH,235,235,0
Santa Bárbara Do Monte Verde,315727,MG,Sudeste,BUTANTAN/SINOVAC,153,108,45
Santa Bárbara Do Monte Verde,315727,MG,Sudeste,FIOCRUZ/ASTRAZENECA,114,107,7
Santa Bárbara Do Pará,150635,PA,Norte,BUTANTAN/SINOVAC,3711,1943,1768
Santa Bárbara Do Pará,150635,PA,Norte,FIOCRUZ/ASTRAZENECA,3050,2797,253
Santa Bárbara Do Pará,150635,PA,Norte,PFIZER/BIONTECH,459,459,0
Santa Bárbara Do Sul,431670,RS,Sul,BUTANTAN/SINOVAC,2303,1182,1121
Santa Bárbara Do Sul,431670,RS,Sul,FIOCRUZ/ASTRAZENECA,2211,2029,182
Santa Bárbara Do Sul,431670,RS,Sul,PFIZER/BIONTECH,306,305,1
Santa Bárbara Do Tugúrio,315730,MG,Sudeste,BUTANTAN/SINOVAC,960,488,472
Santa Bárbara Do Tugúrio,315730,MG,Sudeste,FIOCRUZ/ASTRAZENECA,549,452,97
Santa Bárbara Do Tugúrio,315730,MG,Sudeste,PFIZER/BIONTECH,12,12,0
Santa Branca,354600,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3229,3013,216
Santa Branca,354600,SP,Sudeste,BUTANTAN/SINOVAC,3175,1670,1505
Santa Branca,354600,SP,Sudeste,PFIZER/BIONTECH,231,231,0
Santa Brígida,292760,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2760,2616,144
Santa Brígida,292760,BA,Nordeste,BUTANTAN/SINOVAC,2298,1246,1052
Santa Brígida,292760,BA,Nordeste,PFIZER/BIONTECH,79,79,0
Santa Carmem,510724,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,791,738,53
Santa Carmem,510724,MT,Centro-Oeste,BUTANTAN/SINOVAC,600,299,301
Santa Cecília,251315,PB,Nordeste,BUTANTAN/SINOVAC,1251,743,508
Santa Cecília,251315,PB,Nordeste,FIOCRUZ/ASTRAZENECA,902,837,65
Santa Cecília,251315,PB,Nordeste,PFIZER/BIONTECH,132,132,0
Santa Cecília,421550,SC,Sul,FIOCRUZ/ASTRAZENECA,3275,3081,194
Santa Cecília,421550,SC,Sul,BUTANTAN/SINOVAC,2511,1373,1138
Santa Cecília,421550,SC,Sul,PFIZER/BIONTECH,181,181,0
Santa Cecília Do Pavão,412320,PR,Sul,FIOCRUZ/ASTRAZENECA,1637,1577,60
Santa Cecília Do Pavão,412320,PR,Sul,BUTANTAN/SINOVAC,1021,522,499
Santa Cecília Do Pavão,412320,PR,Sul,PFIZER/BIONTECH,19,19,0
Santa Cecília Do Sul,431673,RS,Sul,BUTANTAN/SINOVAC,597,299,298
Santa Cecília Do Sul,431673,RS,Sul,FIOCRUZ/ASTRAZENECA,476,391,85
Santa Cecília Do Sul,431673,RS,Sul,PFIZER/BIONTECH,58,58,0
Santa Clara D'Oeste,354610,SP,Sudeste,BUTANTAN/SINOVAC,996,554,442
Santa Clara D'Oeste,354610,SP,Sudeste,FIOCRUZ/ASTRAZENECA,995,922,73
Santa Clara D'Oeste,354610,SP,Sudeste,PFIZER/BIONTECH,70,70,0
Santa Clara Do Sul,431675,RS,Sul,BUTANTAN/SINOVAC,2037,1028,1009
Santa Clara Do Sul,431675,RS,Sul,FIOCRUZ/ASTRAZENECA,1642,1467,175
Santa Clara Do Sul,431675,RS,Sul,PFIZER/BIONTECH,223,223,0
Santa Cruz,241120,RN,Nordeste,FIOCRUZ/ASTRAZENECA,6747,5947,800
Santa Cruz,241120,RN,Nordeste,BUTANTAN/SINOVAC,6622,3367,3255
Santa Cruz,241120,RN,Nordeste,PFIZER/BIONTECH,1124,1124,0
Santa Cruz,251320,PB,Nordeste,BUTANTAN/SINOVAC,2366,1251,1115
Santa Cruz,251320,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1388,1235,153
Santa Cruz,251320,PB,Nordeste,PFIZER/BIONTECH,85,85,0
Santa Cruz,261245,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2841,2599,242
Santa Cruz,261245,PE,Nordeste,BUTANTAN/SINOVAC,2660,1346,1314
Santa Cruz,261245,PE,Nordeste,PFIZER/BIONTECH,350,350,0
Santa Cruz Cabrália,292770,BA,Nordeste,BUTANTAN/SINOVAC,6979,3804,3175
Santa Cruz Cabrália,292770,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2203,1867,336
Santa Cruz Da Baixa Verde,261247,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2622,2392,230
Santa Cruz Da Baixa Verde,261247,PE,Nordeste,BUTANTAN/SINOVAC,2504,1325,1179
Santa Cruz Da Baixa Verde,261247,PE,Nordeste,PFIZER/BIONTECH,387,387,0
Santa Cruz Da Conceição,354620,SP,Sudeste,BUTANTAN/SINOVAC,1472,817,655
Santa Cruz Da Conceição,354620,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1203,1058,145
Santa Cruz Da Conceição,354620,SP,Sudeste,PFIZER/BIONTECH,66,66,0
Santa Cruz Da Esperança,354625,SP,Sudeste,BUTANTAN/SINOVAC,691,337,354
Santa Cruz Da Esperança,354625,SP,Sudeste,FIOCRUZ/ASTRAZENECA,455,405,50
Santa Cruz Da Esperança,354625,SP,Sudeste,PFIZER/BIONTECH,46,46,0
Santa Cruz Da Vitória,292780,BA,Nordeste,BUTANTAN/SINOVAC,1271,667,604
Santa Cruz Da Vitória,292780,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1049,943,106
Santa Cruz Das Palmeiras,354630,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5686,5276,410
Santa Cruz Das Palmeiras,354630,SP,Sudeste,BUTANTAN/SINOVAC,5511,3037,2474
Santa Cruz Das Palmeiras,354630,SP,Sudeste,PFIZER/BIONTECH,635,635,0
Santa Cruz De Goiás,521920,GO,Centro-Oeste,BUTANTAN/SINOVAC,936,534,402
Santa Cruz De Goiás,521920,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,920,870,50
Santa Cruz De Minas,315733,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1760,1659,101
Santa Cruz De Minas,315733,MG,Sudeste,BUTANTAN/SINOVAC,1314,675,639
Santa Cruz De Minas,315733,MG,Sudeste,PFIZER/BIONTECH,133,133,0
Santa Cruz De Monte Castelo,412330,PR,Sul,FIOCRUZ/ASTRAZENECA,2514,2358,156
Santa Cruz De Monte Castelo,412330,PR,Sul,BUTANTAN/SINOVAC,1943,1020,923
Santa Cruz De Monte Castelo,412330,PR,Sul,PFIZER/BIONTECH,121,121,0
Santa Cruz De Salinas,315737,MG,Sudeste,BUTANTAN/SINOVAC,1263,634,629
Santa Cruz De Salinas,315737,MG,Sudeste,FIOCRUZ/ASTRAZENECA,680,626,54
Santa Cruz Do Arari,150640,PA,Norte,FIOCRUZ/ASTRAZENECA,818,755,63
Santa Cruz Do Arari,150640,PA,Norte,BUTANTAN/SINOVAC,471,274,197
Santa Cruz Do Capibaribe,261250,PE,Nordeste,FIOCRUZ/ASTRAZENECA,12577,11774,803
Santa Cruz Do Capibaribe,261250,PE,Nordeste,BUTANTAN/SINOVAC,9420,5079,4341
Santa Cruz Do Capibaribe,261250,PE,Nordeste,PFIZER/BIONTECH,811,810,1
Santa Cruz Do Escalvado,315740,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2190,2086,104
Santa Cruz Do Escalvado,315740,MG,Sudeste,BUTANTAN/SINOVAC,1295,658,637
Santa Cruz Do Escalvado,315740,MG,Sudeste,PFIZER/BIONTECH,87,87,0
Santa Cruz Do Piauí,220910,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1998,1346,652
Santa Cruz Do Piauí,220910,PI,Nordeste,BUTANTAN/SINOVAC,1239,634,605
Santa Cruz Do Rio Pardo,354640,SP,Sudeste,FIOCRUZ/ASTRAZENECA,12378,11440,938
Santa Cruz Do Rio Pardo,354640,SP,Sudeste,BUTANTAN/SINOVAC,11739,6053,5686
Santa Cruz Do Rio Pardo,354640,SP,Sudeste,PFIZER/BIONTECH,1234,1234,0
Santa Cruz Do Sul,431680,RS,Sul,BUTANTAN/SINOVAC,35967,18523,17444
Santa Cruz Do Sul,431680,RS,Sul,FIOCRUZ/ASTRAZENECA,35054,31860,3194
Santa Cruz Do Sul,431680,RS,Sul,PFIZER/BIONTECH,4353,4343,10
Santa Cruz Do Xingu,510774,MT,Centro-Oeste,BUTANTAN/SINOVAC,397,205,192
Santa Cruz Do Xingu,510774,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,316,304,12
Santa Cruz Dos Milagres,220915,PI,Nordeste,FIOCRUZ/ASTRAZENECA,703,642,61
Santa Cruz Dos Milagres,220915,PI,Nordeste,BUTANTAN/SINOVAC,677,346,331
Santa Cruz Dos Milagres,220915,PI,Nordeste,PFIZER/BIONTECH,47,47,0
Santa Efigênia De Minas,315750,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1151,1026,125
Santa Efigênia De Minas,315750,MG,Sudeste,BUTANTAN/SINOVAC,1085,562,523
Santa Efigênia De Minas,315750,MG,Sudeste,PFIZER/BIONTECH,59,59,0
Santa Ernestina,354650,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1319,1224,95
Santa Ernestina,354650,SP,Sudeste,BUTANTAN/SINOVAC,1044,549,495
Santa Ernestina,354650,SP,Sudeste,PFIZER/BIONTECH,107,107,0
Santa Fé,412340,PR,Sul,FIOCRUZ/ASTRAZENECA,3533,3330,203
Santa Fé,412340,PR,Sul,BUTANTAN/SINOVAC,2676,1376,1300
Santa Fé,412340,PR,Sul,PFIZER/BIONTECH,148,148,0
Santa Fé De Goiás,521925,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1159,1089,70
Santa Fé De Goiás,521925,GO,Centro-Oeste,BUTANTAN/SINOVAC,990,545,445
Santa Fé De Minas,315760,MG,Sudeste,FIOCRUZ/ASTRAZENECA,893,861,32
Santa Fé De Minas,315760,MG,Sudeste,BUTANTAN/SINOVAC,794,413,381
Santa Fé De Minas,315760,MG,Sudeste,PFIZER/BIONTECH,35,35,0
Santa Fé Do Araguaia,171886,TO,Norte,FIOCRUZ/ASTRAZENECA,1755,1518,237
Santa Fé Do Araguaia,171886,TO,Norte,BUTANTAN/SINOVAC,1461,777,684
Santa Fé Do Sul,354660,SP,Sudeste,BUTANTAN/SINOVAC,9779,5188,4591
Santa Fé Do Sul,354660,SP,Sudeste,FIOCRUZ/ASTRAZENECA,8841,7893,948
Santa Fé Do Sul,354660,SP,Sudeste,PFIZER/BIONTECH,205,205,0
Santa Filomena,220920,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1121,1020,101
Santa Filomena,220920,PI,Nordeste,BUTANTAN/SINOVAC,810,443,367
Santa Filomena,220920,PI,Nordeste,PFIZER/BIONTECH,152,152,0
Santa Filomena,261255,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2656,2414,242
Santa Filomena,261255,PE,Nordeste,BUTANTAN/SINOVAC,2543,1301,1242
Santa Filomena,261255,PE,Nordeste,PFIZER/BIONTECH,94,94,0
Santa Filomena Do Maranhão,210975,MA,Nordeste,FIOCRUZ/ASTRAZENECA,959,902,57
Santa Filomena Do Maranhão,210975,MA,Nordeste,BUTANTAN/SINOVAC,835,457,378
Santa Gertrudes,354670,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5177,4818,359
Santa Gertrudes,354670,SP,Sudeste,BUTANTAN/SINOVAC,3772,2214,1558
Santa Gertrudes,354670,SP,Sudeste,PFIZER/BIONTECH,234,234,0
Santa Helena,210980,MA,Nordeste,FIOCRUZ/ASTRAZENECA,9881,9116,765
Santa Helena,210980,MA,Nordeste,BUTANTAN/SINOVAC,4708,2410,2298
Santa Helena,251330,PB,Nordeste,BUTANTAN/SINOVAC,1770,929,841
Santa Helena,251330,PB,Nordeste,FIOCRUZ/ASTRAZENECA,991,885,106
Santa Helena,251330,PB,Nordeste,PFIZER/BIONTECH,97,97,0
Santa Helena,412350,PR,Sul,FIOCRUZ/ASTRAZENECA,6655,6272,383
Santa Helena,412350,PR,Sul,BUTANTAN/SINOVAC,6294,3231,3063
Santa Helena,412350,PR,Sul,PFIZER/BIONTECH,283,283,0
Santa Helena,412350,PR,Sul,-,114,37,77
Santa Helena,421555,SC,Sul,FIOCRUZ/ASTRAZENECA,610,553,57
Santa Helena,421555,SC,Sul,BUTANTAN/SINOVAC,593,307,286
Santa Helena,421555,SC,Sul,PFIZER/BIONTECH,58,58,0
Santa Helena De Goiás,521930,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,10472,9516,956
Santa Helena De Goiás,521930,GO,Centro-Oeste,BUTANTAN/SINOVAC,7856,4089,3767
Santa Helena De Goiás,521930,GO,Centro-Oeste,PFIZER/BIONTECH,213,213,0
Santa Helena De Minas,315765,MG,Sudeste,BUTANTAN/SINOVAC,2396,1239,1157
Santa Helena De Minas,315765,MG,Sudeste,FIOCRUZ/ASTRAZENECA,904,789,115
Santa Helena De Minas,315765,MG,Sudeste,PFIZER/BIONTECH,2,2,0
Santa Inês,210990,MA,Nordeste,FIOCRUZ/ASTRAZENECA,22285,21364,921
Santa Inês,210990,MA,Nordeste,BUTANTAN/SINOVAC,13074,7068,6006
Santa Inês,210990,MA,Nordeste,PFIZER/BIONTECH,3564,3564,0
Santa Inês,251335,PB,Nordeste,BUTANTAN/SINOVAC,703,364,339
Santa Inês,251335,PB,Nordeste,FIOCRUZ/ASTRAZENECA,658,608,50
Santa Inês,251335,PB,Nordeste,PFIZER/BIONTECH,59,59,0
Santa Inês,292790,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2587,2353,234
Santa Inês,292790,BA,Nordeste,BUTANTAN/SINOVAC,2211,1246,965
Santa Inês,292790,BA,Nordeste,PFIZER/BIONTECH,180,180,0
Santa Inês,412360,PR,Sul,FIOCRUZ/ASTRAZENECA,843,804,39
Santa Inês,412360,PR,Sul,BUTANTAN/SINOVAC,417,215,202
Santa Isabel,354680,SP,Sudeste,FIOCRUZ/ASTRAZENECA,11624,10937,687
Santa Isabel,354680,SP,Sudeste,BUTANTAN/SINOVAC,9770,5382,4388
Santa Isabel,354680,SP,Sudeste,PFIZER/BIONTECH,110,110,0
Santa Isabel,521935,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1425,1366,59
Santa Isabel,521935,GO,Centro-Oeste,BUTANTAN/SINOVAC,800,413,387
Santa Isabel,521935,GO,Centro-Oeste,PFIZER/BIONTECH,6,6,0
Santa Isabel Do Ivaí,412370,PR,Sul,FIOCRUZ/ASTRAZENECA,2376,2194,182
Santa Isabel Do Ivaí,412370,PR,Sul,BUTANTAN/SINOVAC,2213,1155,1058
Santa Isabel Do Ivaí,412370,PR,Sul,PFIZER/BIONTECH,124,124,0
Santa Isabel Do Rio Negro,130360,AM,Norte,BUTANTAN/SINOVAC,4695,2549,2146
Santa Isabel Do Rio Negro,130360,AM,Norte,FIOCRUZ/ASTRAZENECA,984,660,324
Santa Izabel Do Oeste,412380,PR,Sul,FIOCRUZ/ASTRAZENECA,3564,3350,214
Santa Izabel Do Oeste,412380,PR,Sul,BUTANTAN/SINOVAC,3003,1541,1462
Santa Izabel Do Oeste,412380,PR,Sul,PFIZER/BIONTECH,188,188,0
Santa Izabel Do Pará,150650,PA,Norte,FIOCRUZ/ASTRAZENECA,12028,9329,2699
Santa Izabel Do Pará,150650,PA,Norte,BUTANTAN/SINOVAC,8827,4742,4085
Santa Juliana,315770,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2769,2549,220
Santa Juliana,315770,MG,Sudeste,BUTANTAN/SINOVAC,2029,1050,979
Santa Juliana,315770,MG,Sudeste,PFIZER/BIONTECH,365,365,0
Santa Leopoldina,320450,ES,Sudeste,BUTANTAN/SINOVAC,3256,1867,1389
Santa Leopoldina,320450,ES,Sudeste,FIOCRUZ/ASTRAZENECA,3071,2956,115
Santa Leopoldina,320450,ES,Sudeste,PFIZER/BIONTECH,317,317,0
Santa Lúcia,354690,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1536,1417,119
Santa Lúcia,354690,SP,Sudeste,BUTANTAN/SINOVAC,1287,737,550
Santa Lúcia,354690,SP,Sudeste,PFIZER/BIONTECH,195,195,0
Santa Lúcia,412382,PR,Sul,BUTANTAN/SINOVAC,935,480,455
Santa Lúcia,412382,PR,Sul,FIOCRUZ/ASTRAZENECA,763,704,59
Santa Lúcia,412382,PR,Sul,PFIZER/BIONTECH,6,6,0
Santa Luz,220930,PI,Nordeste,BUTANTAN/SINOVAC,963,539,424
Santa Luz,220930,PI,Nordeste,FIOCRUZ/ASTRAZENECA,909,858,51
Santa Luzia,211000,MA,Nordeste,FIOCRUZ/ASTRAZENECA,11315,10660,655
Santa Luzia,211000,MA,Nordeste,BUTANTAN/SINOVAC,9208,5013,4195
Santa Luzia,251340,PB,Nordeste,FIOCRUZ/ASTRAZENECA,4086,3765,321
Santa Luzia,251340,PB,Nordeste,BUTANTAN/SINOVAC,3959,2029,1930
Santa Luzia,251340,PB,Nordeste,PFIZER/BIONTECH,476,476,0
Santa Luzia,292805,BA,Nordeste,BUTANTAN/SINOVAC,2568,1341,1227
Santa Luzia,292805,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2558,2417,141
Santa Luzia,292805,BA,Nordeste,PFIZER/BIONTECH,106,106,0
Santa Luzia,315780,MG,Sudeste,BUTANTAN/SINOVAC,29104,15502,13602
Santa Luzia,315780,MG,Sudeste,FIOCRUZ/ASTRAZENECA,28992,27060,1932
Santa Luzia,315780,MG,Sudeste,PFIZER/BIONTECH,1518,1517,1
Santa Luzia D'Oeste,110029,RO,Norte,BUTANTAN/SINOVAC,1721,878,843
Santa Luzia D'Oeste,110029,RO,Norte,FIOCRUZ/ASTRAZENECA,1056,1019,37
Santa Luzia D'Oeste,110029,RO,Norte,PFIZER/BIONTECH,20,20,0
Santa Luzia Do Itanhy,280630,SE,Nordeste,FIOCRUZ/ASTRAZENECA,4017,3915,102
Santa Luzia Do Itanhy,280630,SE,Nordeste,BUTANTAN/SINOVAC,1688,864,824
Santa Luzia Do Itanhy,280630,SE,Nordeste,PFIZER/BIONTECH,131,131,0
Santa Luzia Do Norte,270790,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2463,2226,237
Santa Luzia Do Norte,270790,AL,Nordeste,BUTANTAN/SINOVAC,1289,709,580
Santa Luzia Do Pará,150655,PA,Norte,FIOCRUZ/ASTRAZENECA,3756,3428,328
Santa Luzia Do Pará,150655,PA,Norte,BUTANTAN/SINOVAC,2464,1266,1198
Santa Luzia Do Paruá,211003,MA,Nordeste,FIOCRUZ/ASTRAZENECA,4184,3928,256
Santa Luzia Do Paruá,211003,MA,Nordeste,BUTANTAN/SINOVAC,2894,1476,1418
Santa Margarida,315790,MG,Sudeste,BUTANTAN/SINOVAC,2545,1328,1217
Santa Margarida,315790,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1200,1198,2
Santa Margarida Do Sul,431697,RS,Sul,FIOCRUZ/ASTRAZENECA,765,703,62
Santa Margarida Do Sul,431697,RS,Sul,BUTANTAN/SINOVAC,698,355,343
Santa Margarida Do Sul,431697,RS,Sul,PFIZER/BIONTECH,113,113,0
Santa Maria,240933,RN,Nordeste,BUTANTAN/SINOVAC,926,488,438
Santa Maria,240933,RN,Nordeste,FIOCRUZ/ASTRAZENECA,650,596,54
Santa Maria,240933,RN,Nordeste,PFIZER/BIONTECH,70,70,0
Santa Maria,431690,RS,Sul,BUTANTAN/SINOVAC,58831,32314,26517
Santa Maria,431690,RS,Sul,FIOCRUZ/ASTRAZENECA,54883,53373,1510
Santa Maria,431690,RS,Sul,PFIZER/BIONTECH,2090,2087,3
Santa Maria Da Boa Vista,261260,PE,Nordeste,FIOCRUZ/ASTRAZENECA,8927,8444,483
Santa Maria Da Boa Vista,261260,PE,Nordeste,BUTANTAN/SINOVAC,5354,2759,2595
Santa Maria Da Boa Vista,261260,PE,Nordeste,PFIZER/BIONTECH,831,831,0
Santa Maria Da Serra,354700,SP,Sudeste,BUTANTAN/SINOVAC,1359,661,698
Santa Maria Da Serra,354700,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1281,1105,176
Santa Maria Da Serra,354700,SP,Sudeste,PFIZER/BIONTECH,185,185,0
Santa Maria Da Vitória,292810,BA,Nordeste,BUTANTAN/SINOVAC,4581,3506,1075
Santa Maria Da Vitória,292810,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3013,2801,212
Santa Maria Da Vitória,292810,BA,Nordeste,PFIZER/BIONTECH,83,83,0
Santa Maria Das Barreiras,150658,PA,Norte,FIOCRUZ/ASTRAZENECA,2427,1926,501
Santa Maria Das Barreiras,150658,PA,Norte,BUTANTAN/SINOVAC,2324,1275,1049
Santa Maria De Itabira,315800,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2873,2745,128
Santa Maria De Itabira,315800,MG,Sudeste,BUTANTAN/SINOVAC,2289,1286,1003
Santa Maria De Itabira,315800,MG,Sudeste,PFIZER/BIONTECH,50,50,0
Santa Maria De Jetibá,320455,ES,Sudeste,BUTANTAN/SINOVAC,8278,4244,4034
Santa Maria De Jetibá,320455,ES,Sudeste,FIOCRUZ/ASTRAZENECA,7449,7166,283
Santa Maria De Jetibá,320455,ES,Sudeste,PFIZER/BIONTECH,1365,1363,2
Santa Maria Do Cambucá,261270,PE,Nordeste,BUTANTAN/SINOVAC,2633,1345,1288
Santa Maria Do Cambucá,261270,PE,Nordeste,FIOCRUZ/ASTRAZENECA,1600,1326,274
Santa Maria Do Cambucá,261270,PE,Nordeste,PFIZER/BIONTECH,138,135,3
Santa Maria Do Herval,431695,RS,Sul,BUTANTAN/SINOVAC,2007,1029,978
Santa Maria Do Herval,431695,RS,Sul,FIOCRUZ/ASTRAZENECA,1519,1438,81
Santa Maria Do Herval,431695,RS,Sul,PFIZER/BIONTECH,247,247,0
Santa Maria Do Oeste,412385,PR,Sul,FIOCRUZ/ASTRAZENECA,2570,2468,102
Santa Maria Do Oeste,412385,PR,Sul,BUTANTAN/SINOVAC,1984,1049,935
Santa Maria Do Pará,150660,PA,Norte,FIOCRUZ/ASTRAZENECA,4226,3839,387
Santa Maria Do Pará,150660,PA,Norte,BUTANTAN/SINOVAC,3577,2104,1473
Santa Maria Do Salto,315810,MG,Sudeste,BUTANTAN/SINOVAC,1335,764,571
Santa Maria Do Salto,315810,MG,Sudeste,FIOCRUZ/ASTRAZENECA,666,620,46
Santa Maria Do Salto,315810,MG,Sudeste,PFIZER/BIONTECH,43,43,0
Santa Maria Do Suaçuí,315820,MG,Sudeste,BUTANTAN/SINOVAC,3197,1616,1581
Santa Maria Do Suaçuí,315820,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2471,2197,274
Santa Maria Do Tocantins,171888,TO,Norte,BUTANTAN/SINOVAC,654,329,325
Santa Maria Do Tocantins,171888,TO,Norte,FIOCRUZ/ASTRAZENECA,430,410,20
Santa Maria Madalena,330460,RJ,Sudeste,BUTANTAN/SINOVAC,2603,1338,1265
Santa Maria Madalena,330460,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,2291,2113,178
Santa Mariana,412390,PR,Sul,FIOCRUZ/ASTRAZENECA,3508,3277,231
Santa Mariana,412390,PR,Sul,BUTANTAN/SINOVAC,3474,1804,1670
Santa Mercedes,354710,SP,Sudeste,FIOCRUZ/ASTRAZENECA,930,841,89
Santa Mercedes,354710,SP,Sudeste,BUTANTAN/SINOVAC,774,375,399
Santa Mercedes,354710,SP,Sudeste,PFIZER/BIONTECH,59,59,0
Santa Mônica,412395,PR,Sul,FIOCRUZ/ASTRAZENECA,691,647,44
Santa Mônica,412395,PR,Sul,BUTANTAN/SINOVAC,549,299,250
Santa Quitéria,231220,CE,Nordeste,BUTANTAN/SINOVAC,8328,4461,3867
Santa Quitéria,231220,CE,Nordeste,FIOCRUZ/ASTRAZENECA,4135,3602,533
Santa Quitéria,231220,CE,Nordeste,PFIZER/BIONTECH,100,100,0
Santa Quitéria Do Maranhão,211010,MA,Nordeste,FIOCRUZ/ASTRAZENECA,5586,5396,190
Santa Quitéria Do Maranhão,211010,MA,Nordeste,BUTANTAN/SINOVAC,3039,1581,1458
Santa Rita,211020,MA,Nordeste,FIOCRUZ/ASTRAZENECA,15153,11740,3413
Santa Rita,211020,MA,Nordeste,BUTANTAN/SINOVAC,4837,2605,2232
Santa Rita,251370,PB,Nordeste,BUTANTAN/SINOVAC,23333,12909,10424
Santa Rita,251370,PB,Nordeste,FIOCRUZ/ASTRAZENECA,17385,16005,1380
Santa Rita,251370,PB,Nordeste,PFIZER/BIONTECH,993,993,0
